       0.000000,       0.000000,       0.000000,       0.000000
1606160266.885592,       0.000000,      -0.010000,      -0.310000
1606160266.937865,       0.010000,       0.000000,      -0.310000
1606160266.990506,      -0.010000,       0.000000,      -0.310000
1606160267.044789,       0.000000,      -0.010000,      -0.300000
1606160267.097965,       0.000000,      -0.040000,      -0.310000
1606160267.149996,       0.010000,       0.000000,      -0.270000
1606160267.201575,       0.000000,      -0.010000,      -0.360000
1606160267.257420,      -0.010000,      -0.050000,      -0.300000
1606160267.311275,       0.000000,      -0.020000,      -0.320000
1606160267.365609,       0.010000,      -0.010000,      -0.310000
1606160267.429594,       0.000000,      -0.030000,      -0.330000
1606160267.472984,       0.000000,      -0.030000,      -0.310000
1606160267.519846,       0.010000,      -0.030000,      -0.310000
1606160267.570928,      -0.010000,       0.000000,      -0.310000
1606160267.624904,       0.020000,      -0.010000,      -0.300000
1606160267.679899,       0.000000,      -0.030000,      -0.330000
1606160267.731170,       0.000000,      -0.010000,      -0.330000
1606160267.782757,       0.000000,       0.000000,      -0.300000
1606160267.838971,      -0.010000,      -0.010000,      -0.310000
1606160267.886091,      -0.010000,       0.000000,      -0.310000
1606160267.939082,       0.030000,      -0.010000,      -0.330000
1606160267.992069,       0.000000,       0.000000,      -0.300000
1606160268.043710,       0.000000,      -0.020000,      -0.320000
1606160268.097074,       0.000000,      -0.020000,      -0.300000
1606160268.150752,       0.000000,       0.000000,      -0.300000
1606160268.203619,       0.000000,      -0.040000,      -0.290000
1606160268.254896,      -0.010000,       0.000000,      -0.290000
1606160268.310726,       0.010000,      -0.030000,      -0.310000
1606160268.361814,       0.000000,      -0.010000,      -0.300000
1606160268.419973,       0.000000,       0.000000,      -0.320000
1606160268.477676,       0.020000,      -0.010000,      -0.310000
1606160268.522581,       0.010000,      -0.010000,      -0.340000
1606160268.573895,       0.010000,      -0.010000,      -0.320000
1606160268.632226,       0.000000,      -0.020000,      -0.330000
1606160268.678756,       0.020000,      -0.020000,      -0.330000
1606160268.732771,       0.000000,      -0.020000,      -0.320000
1606160268.785931,       0.000000,      -0.030000,      -0.300000
1606160268.837087,       0.000000,       0.000000,      -0.310000
1606160268.890373,       0.010000,      -0.030000,      -0.300000
1606160268.943604,      -0.020000,      -0.030000,      -0.310000
1606160268.997906,       0.020000,      -0.020000,      -0.300000
1606160269.048100,       0.000000,      -0.010000,      -0.300000
1606160269.103271,      -0.010000,       0.000000,      -0.310000
1606160269.154896,       0.000000,      -0.030000,      -0.310000
1606160269.211359,       0.000000,      -0.030000,      -0.300000
1606160269.259465,       0.000000,      -0.030000,      -0.310000
1606160269.314847,       0.000000,      -0.030000,      -0.280000
1606160269.367095,       0.000000,      -0.010000,      -0.310000
1606160269.422097,       0.010000,      -0.020000,      -0.330000
1606160269.472255,       0.000000,       0.010000,      -0.310000
1606160269.531008,       0.000000,      -0.030000,      -0.320000
1606160269.580155,       0.000000,      -0.020000,      -0.290000
1606160269.631205,       0.000000,      -0.020000,      -0.310000
1606160269.685447,       0.010000,      -0.010000,      -0.310000
1606160269.739015,       0.000000,      -0.030000,      -0.310000
1606160269.791235,       0.000000,      -0.040000,      -0.310000
1606160269.845685,       0.000000,       0.000000,      -0.290000
1606160269.897967,       0.000000,      -0.010000,      -0.310000
1606160269.949961,       0.000000,       0.000000,      -0.290000
1606160270.001997,       0.010000,      -0.010000,      -0.320000
1606160270.053643,       0.010000,      -0.030000,      -0.300000
1606160270.110412,       0.000000,      -0.020000,      -0.330000
1606160270.160327,       0.000000,      -0.020000,      -0.280000
1606160270.231021,       0.000000,      -0.010000,      -0.310000
1606160270.277004,       0.000000,      -0.010000,      -0.300000
1606160270.322411,       0.020000,       0.000000,      -0.320000
1606160270.370999,       0.000000,       0.000000,      -0.320000
1606160270.426733,       0.020000,      -0.030000,      -0.330000
1606160270.477619,       0.000000,      -0.020000,      -0.310000
1606160270.535266,       0.010000,       0.000000,      -0.330000
1606160270.583140,       0.000000,      -0.020000,      -0.320000
1606160270.634924,       0.000000,      -0.020000,      -0.330000
1606160270.691860,       0.000000,      -0.010000,      -0.310000
1606160270.742701,       0.000000,      -0.010000,      -0.300000
1606160270.797043,       0.000000,       0.000000,      -0.280000
1606160270.846109,       0.020000,      -0.020000,      -0.310000
1606160270.902126,       0.000000,      -0.020000,      -0.320000
1606160270.953241,       0.010000,      -0.040000,      -0.310000
1606160271.003983,       0.000000,       0.000000,      -0.320000
1606160271.056993,       0.000000,       0.000000,      -0.310000
1606160271.108500,       0.000000,      -0.020000,      -0.310000
1606160271.169823,       0.000000,      -0.010000,      -0.320000
1606160271.227064,       0.000000,      -0.050000,      -0.320000
1606160271.271966,       0.000000,      -0.020000,      -0.300000
1606160271.323541,       0.000000,      -0.020000,      -0.300000
1606160271.380974,       0.000000,       0.000000,      -0.330000
1606160271.427323,       0.000000,      -0.020000,      -0.330000
1606160271.483091,      -0.010000,      -0.020000,      -0.300000
1606160271.533974,      -0.010000,       0.000000,      -0.310000
1606160271.585962,      -0.010000,      -0.010000,      -0.310000
1606160271.638082,       0.030000,      -0.010000,      -0.290000
1606160271.690153,       0.010000,      -0.010000,      -0.330000
1606160271.744975,       0.000000,      -0.030000,      -0.300000
