1605668045,-0.09,0.16,-0.25,FALSE
1605668045,-0.03,-0.2,-0.33,FALSE
1605668045,0.04,0.07,-0.31,FALSE
1605668045,-0.08,0.24,-0.24,FALSE
1605668045,-0.02,0.21,-0.21,FALSE
1605668045,-0.1,0.17,-0.21,FALSE
1605668046,0.1,-0.28,-0.38,FALSE
1605668046,0.02,0.06,-0.27,FALSE
1605668046,0.1,-0.06,-0.31,FALSE
1605668046,-0.09,0.03,-0.26,FALSE
1605668046,0.04,-0.32,-0.39,FALSE
1605668046,0.1,-0.28,-0.37,FALSE
1605668046,-0.12,0.19,-0.2,FALSE
1605668046,-0.04,-0.16,-0.29,FALSE
1605668046,-0.14,-0.05,-0.24,FALSE
1605668046,0.04,-0.3,-0.34,FALSE
1605668047,-0.03,0.17,-0.2,FALSE
1605668047,-0.14,0.2,-0.21,FALSE
1605668047,-0.04,-0.15,-0.33,FALSE
1605668047,-0.1,0,-0.27,FALSE
1605668047,0.08,-0.17,-0.32,FALSE
1605668047,-0.03,0.2,-0.22,FALSE
1605668047,0,-0.29,-0.38,FALSE
1605668047,-0.05,-0.13,-0.31,FALSE
1605668047,0.09,-0.36,-0.43,FALSE
1605668047,0.13,-0.12,-0.35,FALSE
1605668048,-0.1,0.09,-0.26,FALSE
1605668048,0.03,-0.3,-0.4,FALSE
1605668048,-0.05,-0.14,-0.29,FALSE
1605668048,0.08,-0.35,-0.4,FALSE
1605668048,-0.05,0.27,-0.2,FALSE
1605668048,-0.1,0.11,-0.23,FALSE
1605668048,-0.13,0.21,-0.18,FALSE
1605668048,0.11,-0.29,-0.4,FALSE
1605668048,0.08,0.02,-0.29,FALSE
1605668049,-0.04,0.29,-0.19,FALSE
1605668049,0.09,-0.36,-0.39,FALSE
1605668049,0.13,-0.21,-0.34,FALSE
1605668049,0.11,-0.33,-0.41,FALSE
1605668049,0.06,-0.02,-0.27,FALSE
1605668049,-0.07,0,-0.26,FALSE
1605668049,0.01,-0.39,-0.34,FALSE
1605668049,0,-0.21,-0.37,FALSE
1605668049,0.07,0.11,-0.25,FALSE
1605668049,-0.12,0.24,-0.16,FALSE
1605668050,-0.1,0.02,-0.26,FALSE
1605668050,0.1,-0.09,-0.32,FALSE
1605668050,0.15,-0.27,-0.4,FALSE
1605668050,0.06,0.04,-0.28,FALSE
1605668050,-0.07,0.26,-0.19,FALSE
1605668050,0.07,-0.37,-0.44,FALSE
1605668050,0.01,-0.27,-0.36,FALSE
1605668050,0.12,-0.3,-0.39,FALSE
1605668050,0.04,0.02,-0.27,FALSE
1605668050,-0.05,-0.07,-0.29,FALSE
1605668051,0.05,-0.33,-0.39,FALSE
1605668051,0,-0.23,-0.36,FALSE
1605668051,0.02,0.12,-0.24,FALSE
1605668051,-0.1,0.24,-0.18,FALSE
1605668051,-0.1,0.01,-0.26,FALSE
1605668051,0.08,-0.11,-0.33,FALSE
1605668051,0.12,-0.28,-0.4,FALSE
1605668051,0.04,0.06,-0.25,FALSE
1605668051,-0.11,0.28,-0.18,FALSE
1605668051,0.09,-0.37,-0.4,FALSE
1605668052,0.11,-0.15,-0.32,FALSE
1605668052,0.12,-0.32,-0.38,FALSE
1605668052,-0.14,0.26,-0.16,FALSE
1605668052,-0.1,-0.06,-0.25,FALSE
1605668052,0.08,-0.34,-0.42,FALSE
1605668052,-0.03,-0.25,-0.33,FALSE
1605668052,0.02,0.14,-0.29,FALSE
1605668052,-0.15,0.26,-0.19,FALSE
1605668052,-0.14,0,-0.24,FALSE
1605668053,0.13,-0.1,-0.36,FALSE
1605668053,0.1,-0.28,-0.38,FALSE
1605668053,0.07,0.03,-0.29,FALSE
1605668053,-0.12,0.32,-0.2,FALSE
1605668053,0.07,-0.37,-0.41,FALSE
1605668053,0.15,-0.17,-0.37,FALSE
1605668053,0.15,-0.32,-0.41,FALSE
1605668053,-0.12,0.28,-0.17,FALSE
1605668053,-0.09,-0.03,-0.29,FALSE
1605668053,-0.08,0.19,-0.2,FALSE
1605668054,-0.04,-0.18,-0.33,FALSE
1605668054,0.06,0.08,-0.26,FALSE
1605668054,-0.09,0.3,-0.13,FALSE
1605668054,-0.01,0.23,-0.21,FALSE
1605668054,0.05,-0.27,-0.39,FALSE
1605668054,0.11,-0.3,-0.39,FALSE
1605668054,0.09,0,-0.3,FALSE
1605668054,-0.1,-0.02,-0.26,FALSE
1605668054,0.04,-0.34,-0.39,FALSE
1605668054,0.16,-0.24,-0.39,FALSE
1605668055,0.1,-0.34,-0.42,FALSE
1605668055,-0.08,0.31,-0.2,FALSE
1605668055,-0.13,0.07,-0.25,FALSE
1605668055,0.03,-0.28,-0.38,FALSE
1605668055,-0.01,0.2,-0.23,FALSE
1605668055,0.09,0,-0.28,FALSE
1605668055,-0.05,0.27,-0.19,FALSE
1605668055,-0.18,0.16,-0.19,FALSE
1605668055,0.15,-0.25,-0.39,FALSE
1605668055,0.05,0.1,-0.24,FALSE
1605668056,0.09,-0.07,-0.32,FALSE
1605668056,-0.07,0.06,-0.26,FALSE
1605668056,0.05,-0.23,-0.4,FALSE
1605668056,0.14,-0.34,-0.41,FALSE
1605668056,-0.11,0.26,-0.18,FALSE
1605668056,-0.05,0.29,-0.15,FALSE
1605668056,-0.07,0.19,-0.23,FALSE
1605668056,0.01,-0.15,-0.35,FALSE
1605668056,0.07,0.16,-0.24,FALSE
1605668056,-0.12,0.3,-0.16,FALSE
1605668057,-0.01,0.24,-0.21,FALSE
1605668057,0.02,-0.27,-0.37,FALSE
1605668057,0.16,-0.32,-0.39,FALSE
1605668057,0.1,-0.02,-0.28,FALSE
1605668057,0.09,-0.23,-0.36,FALSE
1605668057,-0.11,0.17,-0.24,FALSE
1605668057,-0.04,-0.15,-0.32,FALSE
1605668057,0.11,-0.36,-0.44,FALSE
1605668057,-0.08,0.28,-0.18,FALSE
1605668058,-0.01,0.21,-0.21,FALSE
1605668058,-0.13,0.27,-0.18,FALSE
1605668058,-0.09,-0.03,-0.26,FALSE
1605668058,0.09,-0.07,-0.31,FALSE
1605668058,0.13,-0.26,-0.38,FALSE
1605668058,0,0.08,-0.19,FALSE
1605668058,-0.06,-0.18,-0.27,FALSE
1605668058,0.05,-0.35,-0.41,FALSE
1605668058,0.15,-0.18,-0.39,FALSE
1605668058,-0.11,0.2,-0.21,FALSE
1605668059,-0.16,0.29,-0.18,FALSE
1605668059,-0.13,0.03,-0.25,FALSE
1605668059,0.04,-0.27,-0.38,FALSE
1605668059,0,0.22,-0.17,FALSE
1605668059,0.04,0,-0.28,FALSE
1605668059,-0.07,0.28,-0.21,FALSE
1605668059,0.05,-0.32,-0.37,FALSE
1605668059,0.12,-0.25,-0.37,FALSE
1605668059,0.02,0.1,-0.25,FALSE
1605668059,0.1,-0.11,-0.33,FALSE
1605668060,-0.09,0.1,-0.24,FALSE
1605668060,0,-0.27,-0.37,FALSE
1605668060,0.13,-0.33,-0.41,FALSE
1605668060,-0.15,0.31,-0.19,FALSE
1605668060,-0.05,0.25,-0.19,FALSE
1605668060,-0.09,0.21,-0.22,FALSE
1605668060,-0.05,-0.12,-0.31,FALSE
1605668060,0.03,0.01,-0.26,FALSE
1605668060,0.13,-0.19,-0.33,FALSE
1605668060,-0.03,0.15,-0.21,FALSE
1605668061,-0.03,-0.19,-0.34,FALSE
1605668061,0.08,-0.36,-0.37,FALSE
1605668061,0.07,-0.15,-0.34,FALSE
1605668061,-0.09,0.11,-0.24,FALSE
1605668061,-0.1,0.28,-0.18,FALSE
1605668061,-0.06,-0.01,-0.29,FALSE
1605668061,0.07,-0.31,-0.39,FALSE
1605668061,-0.02,0.23,-0.16,FALSE
1605668061,0.08,0.07,-0.24,FALSE
1605668062,-0.04,0.28,-0.2,FALSE
1605668062,0.12,-0.34,-0.43,FALSE
1605668062,0.16,-0.22,-0.39,FALSE
1605668062,0.06,0.14,-0.27,FALSE
1605668062,0.08,-0.07,-0.32,FALSE
1605668062,-0.08,0.08,-0.25,FALSE
1605668062,0.03,-0.25,-0.39,FALSE
1605668062,0.13,-0.32,-0.41,FALSE
1605668062,0.07,-0.32,-0.36,FALSE
1605668062,-0.06,0.25,-0.18,FALSE
1605668063,-0.13,0.2,-0.19,FALSE
1605668063,-0.02,-0.11,-0.31,FALSE
1605668063,0.1,0,-0.29,FALSE
1605668063,0.14,-0.23,-0.38,FALSE
1605668063,0.02,0.12,-0.21,FALSE
1605668063,0,-0.11,-0.33,FALSE
1605668063,0.12,-0.34,-0.39,FALSE
1605668063,0.11,-0.19,-0.35,FALSE
1605668063,0.12,-0.32,-0.39,FALSE
1605668063,-0.09,0.28,-0.17,FALSE
1605668064,-0.1,0.08,-0.26,FALSE
1605668064,0.03,-0.28,-0.38,FALSE
1605668064,0.01,0.17,-0.2,FALSE
1605668064,0.09,-0.03,-0.31,FALSE
1605668064,-0.07,0.26,-0.18,FALSE
1605668064,0.05,-0.27,-0.39,FALSE
1605668064,0.13,-0.3,-0.4,FALSE
1605668064,0.05,0.01,-0.23,FALSE
1605668064,0.13,-0.22,-0.39,FALSE
1605668064,-0.11,0.21,-0.25,FALSE
1605668065,-0.04,-0.14,-0.35,FALSE
1605668065,0.09,-0.35,-0.43,FALSE
1605668065,0.01,-0.25,-0.37,FALSE
1605668065,0,0.13,-0.23,FALSE
1605668065,-0.1,0.29,-0.17,FALSE
1605668065,-0.09,0.06,-0.27,FALSE
1605668065,0.12,-0.16,-0.35,FALSE
1605668065,0.12,-0.33,-0.38,FALSE
1605668065,0.03,-0.02,-0.24,FALSE
1605668066,-0.1,0.03,-0.26,FALSE
1605668066,0.01,-0.28,-0.37,FALSE
1605668066,0.09,-0.31,-0.42,FALSE
1605668066,0.06,-0.34,-0.39,FALSE
1605668066,-0.09,0.27,-0.14,FALSE
1605668066,-0.11,0.19,-0.21,FALSE
1605668066,-0.02,-0.12,-0.32,FALSE
1605668066,0.04,0.03,-0.24,FALSE
1605668066,0.11,-0.2,-0.35,FALSE
1605668066,0,0.14,-0.21,FALSE
1605668067,-0.03,-0.17,-0.31,FALSE
1605668067,0.09,-0.32,-0.42,FALSE
1605668067,0,-0.24,-0.37,FALSE
1605668067,0.14,-0.31,-0.43,FALSE
1605668067,-0.12,0.29,-0.17,FALSE
1605668067,-0.11,0.06,-0.26,FALSE
1605668067,0.02,-0.25,-0.43,FALSE
1605668067,-0.08,-0.02,-0.28,FALSE
1605668067,0.1,-0.06,-0.31,FALSE
1605668067,-0.06,0.28,-0.17,FALSE
1605668068,0.02,-0.27,-0.38,FALSE
1605668068,-0.06,-0.08,-0.26,FALSE
1605668068,0.07,-0.33,-0.39,FALSE
1605668068,0.15,-0.25,-0.37,FALSE
1605668068,-0.12,0.24,-0.17,FALSE
1605668068,-0.04,-0.09,-0.29,FALSE
1605668068,-0.13,0.15,-0.21,FALSE
1605668068,-0.02,-0.19,-0.34,FALSE
1605668068,0.03,0.07,-0.26,FALSE
1605668068,-0.07,0.28,-0.19,FALSE
1605668069,-0.09,0.16,-0.23,FALSE
1605668069,-0.02,-0.17,-0.33,FALSE
1605668069,0.12,-0.33,-0.39,FALSE
1605668069,0.11,-0.15,-0.34,FALSE
1605668069,-0.1,0.16,-0.23,FALSE
1605668069,-0.11,0.3,-0.19,FALSE
1605668069,-0.09,0.04,-0.28,FALSE
1605668069,0.04,-0.27,-0.42,FALSE
1605668069,0.02,0.18,-0.23,FALSE
1605668070,0.08,-0.06,-0.29,FALSE
1605668070,-0.01,0.25,-0.2,FALSE
1605668070,0,-0.25,-0.4,FALSE
1605668070,0.14,-0.31,-0.4,FALSE
1605668070,0.09,-0.07,-0.32,FALSE
1605668070,0.12,-0.28,-0.37,FALSE
1605668070,-0.12,0.25,-0.17,FALSE
1605668070,-0.07,-0.02,-0.28,FALSE
1605668070,0.05,-0.31,-0.38,FALSE
